epoch,loss,lr,mae,mape,mse,val_loss,val_mae,val_mape,val_mse
0,17.6146869659424,0.001,18.1075019836426,28.2646389007568,673.381591796875,10.4897918701172,10.9775238037109,15.6000003814697,233.378784179687
1,9.41926860809326,0.001,9.90572166442871,15.357274055481,180.952362060547,7.73072814941406,8.21063327789307,12.2330875396729,137.181350708008
2,7.99092721939087,0.001,8.47270584106445,13.1227970123291,142.747253417969,6.89371013641357,7.37320899963379,11.0733060836792,112.204887390137
3,7.31450891494751,0.001,7.79122829437256,12.0730724334717,128.144500732422,7.21703672409058,7.69705247879028,11.4913702011108,118.934349060059
4,6.89294481277466,0.001,7.3633279800415,11.4106979370117,119.643135070801,7.2171573638916,7.67268085479736,11.8618249893188,123.624717712402
5,6.55892610549927,0.001,7.02107000350952,10.8552532196045,113.106750488281,6.36112022399902,6.84010601043701,9.86716747283936,105.133972167969
6,6.36738014221191,0.001,6.82183790206909,10.5518293380737,109.208488464355,7.072181224823,7.51338481903076,10.7357168197632,127.722984313965
7,6.20703554153442,0.001,6.65346145629883,10.2718887329102,105.723335266113,5.99595785140991,6.43321943283081,9.41633319854736,99.0365905761719
8,6.11220788955689,0.001,6.55411100387573,10.1173715591431,103.563232421875,6.14341068267822,6.56754684448242,9.9738826751709,99.2885971069336
9,6.04487562179565,0.001,6.48359680175781,9.99942970275879,101.988800048828,6.29307270050049,6.765212059021,10.6414232254028,100.902183532715
10,5.97008037567139,0.001,6.40771675109863,9.87720584869385,100.226318359375,6.52717447280884,7.00257635116577,11.2116994857788,105.745124816895
11,5.9100866317749,0.001,6.34720897674561,9.77302932739258,98.8569259643555,5.95755767822266,6.38691139221191,9.35871315002441,96.8577117919922
12,5.8444390296936,0.001,6.27879762649536,9.65326499938965,97.4296112060547,5.87885236740112,6.358482837677,9.6499080657959,94.0306930541992
13,5.79088973999023,0.001,6.22352361679077,9.55202579498291,96.4804763793945,6.00816583633423,6.47157859802246,10.0528888702393,94.7821807861328
14,5.76412487030029,0.001,6.19594669342041,9.50575733184814,95.7642364501953,6.10919189453125,6.5619649887085,10.1086502075195,97.5371780395508
15,5.74035739898682,0.001,6.17303133010864,9.4691333770752,95.2580718994141,5.90717744827271,6.34548997879028,9.61104488372803,93.9702072143555
16,5.70965766906738,0.001,6.14050054550171,9.41026020050049,94.5388870239258,6.13900232315064,6.57192850112915,9.49689769744873,104.878044128418
17,5.70070648193359,0.001,6.13070583343506,9.39034843444824,94.2564239501953,5.78701448440552,6.24257612228394,9.40583610534668,90.8270568847656
18,5.66622877120972,0.001,6.09653854370117,9.32877731323242,93.5199279785156,5.90717887878418,6.33155727386475,9.64412117004395,94.0631256103516
19,5.64276075363159,0.001,6.07165336608887,9.29325771331787,93.0160293579102,5.89736604690552,6.36187410354614,9.75779533386231,92.0803604125977
20,5.63212060928345,0.001,6.06024837493897,9.27262496948242,92.7500076293945,6.01711082458496,6.45875978469849,9.8764009475708,95.8688583374024
21,5.61343288421631,0.001,6.04122400283814,9.23027801513672,92.378044128418,5.74208164215088,6.20121049880981,9.33463668823242,92.8152008056641
22,5.60389995574951,0.001,6.03219032287598,9.21641826629639,92.121467590332,5.59567642211914,6.04210042953491,8.85388374328613,89.8324584960938
23,5.58248615264893,0.001,6.00884675979614,9.17409610748291,91.6034851074219,5.95485591888428,6.3777928352356,9.45932579040527,95.4246673583984
24,5.576087474823,0.001,6.00326156616211,9.16456508636475,91.5314331054688,5.83003616333008,6.26722002029419,9.46070671081543,92.2863616943359
25,5.56809091567993,0.001,5.99464797973633,9.15235900878906,91.3131637573242,6.14364433288574,6.60898685455322,9.95892524719238,98.7880325317383
26,5.55344104766846,0.001,5.97952127456665,9.12570858001709,90.9023208618164,5.90361881256104,6.32266044616699,9.79732131958008,93.3907318115234
27,5.53672122955322,0.001,5.96196508407593,9.09418964385986,90.609977722168,5.79133033752441,6.26507139205933,9.30584335327148,91.0487976074219
28,5.52487516403198,0.001,5.95040941238403,9.07384777069092,90.3262405395508,5.91943693161011,6.34246253967285,9.75711727142334,94.062629699707
29,5.51799058914185,0.001,5.9433274269104,9.06243991851807,90.1135559082031,5.86162281036377,6.29259872436523,9.59594249725342,91.3878860473633
30,5.52231979370117,0.001,5.94768857955933,9.07467365264893,90.241096496582,5.82733631134033,6.26777172088623,9.52743721008301,93.114990234375
31,5.50631952285767,0.001,5.93090105056763,9.04463958740234,89.9298934936524,5.89020013809204,6.33492183685303,10.023928642273,90.9605712890625
32,5.48983097076416,0.001,5.91373348236084,9.01050186157227,89.5186614990234,5.75388431549072,6.22796821594238,9.61251831054688,88.4540328979492
33,5.4851508140564,0.001,5.90911388397217,9.00629329681397,89.370849609375,5.57919120788574,6.00141954421997,8.83057117462158,89.1642913818359
34,5.47534561157227,0.001,5.89975786209106,8.98813724517822,89.1805572509766,5.56098318099976,5.9856390953064,8.84317111968994,86.8394317626953
35,5.47398900985718,0.001,5.89768981933594,8.98576736450195,89.0635223388672,6.05574750900269,6.49626159667969,9.90353488922119,96.8425445556641
36,5.46490955352783,0.001,5.88873386383057,8.96983337402344,88.8385543823242,6.57292938232422,7.00093650817871,11.2394933700562,107.262306213379
37,5.46078443527222,0.001,5.8844313621521,8.96178913116455,88.7431869506836,5.87203788757324,6.34059143066406,9.71319198608398,91.4116058349609
38,5.44771194458008,0.001,5.87069845199585,8.94523048400879,88.4088592529297,5.65577363967896,6.08544301986694,8.96576118469238,89.7912979125977
39,5.42051696777344,0.00070000003,5.84201955795288,8.89032077789307,87.8709945678711,5.93034601211548,6.35585260391235,9.72446727752686,92.7221221923828
40,5.40727138519287,0.00070000003,5.82909059524536,8.86916637420654,87.5417633056641,5.65820455551147,6.10820293426514,8.98288822174072,89.8946762084961
41,5.40656089782715,0.00070000003,5.82797718048096,8.86781692504883,87.542121887207,5.95171689987183,6.3787727355957,9.84765338897705,93.5554351806641
42,5.39899396896362,0.00070000003,5.82023906707764,8.85488700866699,87.3692779541016,5.64838361740112,6.07924699783325,9.0400505065918,87.8724517822266
43,5.40110063552856,0.00070000003,5.82227087020874,8.85793209075928,87.4065170288086,5.85754632949829,6.279052734375,9.77584552764893,91.0892333984375
44,5.39508056640625,0.00070000003,5.81668424606323,8.85229110717773,87.2138977050781,6.38757419586182,6.80847787857056,10.9342346191406,101.711700439453
45,5.3882327079773,0.00070000003,5.80937814712524,8.8450984954834,87.1370162963867,5.71455955505371,6.17210245132446,9.34449768066406,88.1495361328125
46,5.35711574554443,0.00049,5.77691555023193,8.77993011474609,86.4926834106445,5.6686954498291,6.13531637191772,9.45054626464844,87.8649063110352
47,5.36554288864136,0.00049,5.78570508956909,8.80236148834229,86.5692596435547,5.63302850723267,6.090980052948,9.27295303344727,87.5715560913086
48,5.35907077789307,0.00049,5.77865695953369,8.79002380371094,86.4731292724609,5.64724206924439,6.08598566055298,9.11743927001953,88.3298568725586
49,5.35518026351929,0.00049,5.77515554428101,8.7790470123291,86.3732299804687,5.56598377227783,6.01453447341919,8.98314952850342,87.2086563110352
50,5.35794878005981,0.00049,5.77760362625122,8.78816604614258,86.3778762817383,5.64084959030151,6.0590181350708,9.18457794189453,88.8294906616211
51,5.34771871566772,0.00049,5.7679181098938,8.77195072174072,86.1351165771484,5.65506839752197,6.1041750907898,9.03900051116943,87.583381652832
52,5.34662485122681,0.00049,5.76637268066406,8.76735973358154,86.0830764770508,6.03043746948242,6.45197296142578,9.37399387359619,99.9130783081055
53,5.32790660858154,0.000343,5.74663972854614,8.73113250732422,85.7608413696289,5.60540771484375,6.03497123718262,9.11577701568604,86.4466705322266
54,5.32173109054565,0.000343,5.74051237106323,8.72476291656494,85.5862808227539,5.68709659576416,6.11612129211426,9.40141296386719,88.7029418945312
55,5.32073068618774,0.000343,5.73930883407593,8.72715950012207,85.4370498657227,5.54015684127808,5.97922086715698,8.93119239807129,86.5298004150391
56,5.31741523742676,0.000343,5.73624515533447,8.71930885314941,85.4732131958008,5.78995800018311,6.21037149429321,9.4648323059082,90.4575958251953
57,5.31932353973389,0.000343,5.73790693283081,8.72007942199707,85.4606628417969,5.72811555862427,6.17065954208374,9.54129981994629,88.2843322753906
58,5.3123927116394,0.000343,5.73079633712769,8.70835685729981,85.3120574951172,5.86779737472534,6.31556749343872,9.83399772644043,91.3902816772461
59,5.29564666748047,0.0002401,5.71326398849487,8.67839431762695,84.9429779052734,5.62326288223267,6.07330179214478,9.19668102264404,87.1992340087891
60,5.2961597442627,0.0002401,5.71378898620606,8.67838859558106,84.9637145996094,5.54419422149658,5.97585535049439,8.88958740234375,87.6065521240234
61,5.29938411712647,0.0002401,5.71740961074829,8.68459510803223,85.0868759155273,5.59848690032959,6.02901697158814,9.02504253387451,87.6818542480469
62,5.30167484283447,0.0002401,5.71948575973511,8.69296932220459,84.9894180297852,5.72130155563355,6.14304447174072,9.47146129608154,88.3957061767578
63,5.29550695419312,0.0002401,5.71349096298218,8.67904090881348,84.9065475463867,5.58690357208252,6.0302004814148,9.14554500579834,86.5163879394531
64,5.29339694976807,0.0002401,5.71148443222046,8.68277072906494,84.8252944946289,5.65176916122437,6.0730504989624,9.22685241699219,88.2690124511719
65,5.29121255874634,0.0002401,5.70925521850586,8.66966533660889,84.8103790283203,5.56828737258911,6.01277637481689,9.13233184814453,86.7327041625977
66,5.28116226196289,0.00016807,5.69882154464722,8.65470409393311,84.5988693237305,5.75213861465454,6.17640781402588,9.49547958374023,89.670295715332
67,5.27686786651611,0.00016807,5.69428539276123,8.65103054046631,84.4977493286133,5.75101327896118,6.19683408737183,9.61723136901856,89.4994506835937
68,5.27784633636475,0.00016807,5.69518184661865,8.64910697937012,84.5516815185547,5.63870143890381,6.07412195205689,9.27079296112061,87.7229919433594
69,5.27459859848022,0.00016807,5.69204473495483,8.64499950408936,84.4508285522461,5.57034111022949,5.99205684661865,9.00741958618164,87.0913848876953
70,5.27264404296875,0.00016807,5.68997478485107,8.64151096343994,84.4453430175781,5.81012153625488,6.24235773086548,9.64554405212402,90.1909866333008
71,5.27005481719971,0.00016807,5.68728876113892,8.63328456878662,84.3041076660156,5.65674591064453,6.09586477279663,9.361403465271,87.4471054077148
72,5.26862621307373,0.000117649,5.68551349639893,8.63433837890625,84.28369140625,5.71242380142212,6.15574359893799,9.53156757354736,89.1737823486328
73,5.26836013793945,0.000117649,5.68509960174561,8.63420581817627,84.2844085693359,5.57881498336792,6.01128101348877,9.06301879882813,87.0586547851562
74,5.2739429473877,0.000117649,5.69105625152588,8.64323806762695,84.3578262329102,5.71032238006592,6.13791847229004,9.41679286956787,88.9192504882812
75,5.26651954650879,0.000117649,5.68353843688965,8.62896156311035,84.2627563476563,5.64842033386231,6.0741138458252,9.30102252960205,87.910758972168
76,5.2625412940979,0.000117649,5.67964172363281,8.62492084503174,84.105598449707,5.62087726593018,6.04507827758789,9.15497303009033,87.6591949462891
77,5.26379871368408,0.000117649,5.68114137649536,8.62522888183594,84.1372756958008,5.71999406814575,6.140953540802,9.46974277496338,88.8977813720703
78,5.2584753036499,8.2354294E-05,5.67481279373169,8.61543560028076,84.0016708374023,5.6481728553772,6.0770115852356,9.34302520751953,87.4416427612305
79,5.25472784042358,8.2354294E-05,5.67141914367676,8.60975742340088,83.8990783691406,5.61219453811646,6.0432243347168,9.21086502075195,87.0852508544922
80,5.26023960113525,8.2354294E-05,5.67700815200806,8.6202335357666,84.06591796875,5.5768575668335,6.0154447555542,9.12694644927979,86.2838592529297
81,5.2614369392395,8.2354294E-05,5.67812395095825,8.62271499633789,84.0672454833984,5.63588047027588,6.07110548019409,9.28483963012695,87.3321914672852
82,5.25634384155273,8.2354294E-05,5.6731014251709,8.6144905090332,83.9611282348633,5.63174724578857,6.0690393447876,9.28250789642334,87.3648452758789
83,5.25391244888306,8.2354294E-05,5.67050313949585,8.61024284362793,83.8581161499024,5.61203145980835,6.0386209487915,9.2424783706665,86.8564300537109
84,5.25023889541626,5.7648005E-05,5.66689348220825,8.6024284362793,83.7878952026367,5.59463691711426,6.02772235870361,9.08252143859863,87.8082580566406
85,5.24943208694458,5.7648005E-05,5.66580295562744,8.60389614105225,83.7869644165039,5.62543439865112,6.06707668304443,9.30878829956055,87.0140991210937
86,5.24542760848999,5.7648005E-05,5.66199445724487,8.59542274475098,83.7678451538086,5.66663789749146,6.10424757003784,9.40030097961426,87.6967315673828
87,5.25456190109253,5.7648005E-05,5.67106580734253,8.61166954040527,83.924430847168,5.65663480758667,6.08090782165527,9.305983543396,87.9969253540039
88,5.24650001525879,5.7648005E-05,5.66288709640503,8.59441184997559,83.7559814453125,5.60075998306274,6.02654552459717,9.13631343841553,87.6193771362305
89,5.2464485168457,5.7648005E-05,5.66286182403564,8.59811115264893,83.6735153198242,5.66264200210571,6.09027338027954,9.33047294616699,87.8296585083008
90,5.24633932113647,5.7648005E-05,5.66272068023682,8.59606552124023,83.680778503418,5.62006235122681,6.05812168121338,9.26862812042236,87.0453643798828
91,5.24816036224365,5.7648005E-05,5.66464948654175,8.59916114807129,83.7502059936523,5.6333212852478,6.06306457519531,9.24343299865723,87.4976577758789
92,5.24894332885742,5.7648005E-05,5.6653847694397,8.60136127471924,83.7669372558594,5.64973306655884,6.0803108215332,9.32997417449951,87.4293441772461
93,5.2361102104187,4.0353603E-05,5.65210819244385,8.57825088500977,83.4276351928711,5.62051725387573,6.05262088775635,9.22514724731445,87.1475296020508
