epoch,loss,lr,mae,mape,mse,val_loss,val_mae,val_mape,val_mse
0,17.222442626953125,0.001,17.714977264404297,26.896038055419922,662.0022583007812,8.151996612548828,8.634984970092773,13.47803783416748,145.07533264160156
1,8.511978149414062,0.001,8.996424674987793,13.820037841796875,153.26666259765625,9.207422256469727,9.691024780273438,13.68266773223877,176.40760803222656
2,7.037881374359131,0.001,7.515825271606445,11.619574546813965,116.79872131347656,5.929174423217773,6.393307685852051,9.50661563873291,90.12596130371094
3,6.398102283477783,0.001,6.867286205291748,10.628466606140137,104.62479400634766,10.34766960144043,10.826653480529785,18.56474494934082,235.2626190185547
4,5.990957260131836,0.001,6.449930191040039,9.960390090942383,96.85379028320312,5.933980464935303,6.3952107429504395,9.259964942932129,93.52420806884766
5,5.764963626861572,0.001,6.212899684906006,9.569796562194824,92.71099090576172,5.8694257736206055,6.33592414855957,9.326187133789062,90.338134765625
6,5.601395130157471,0.001,6.044022083282471,9.279539108276367,89.1742935180664,6.062644004821777,6.527492523193359,10.548357009887695,92.50836944580078
7,5.49697732925415,0.001,5.934670448303223,9.09296989440918,87.04698181152344,6.444291114807129,6.857877731323242,10.9725923538208,100.88751983642578
8,5.42563009262085,0.001,5.859889507293701,8.963896751403809,85.50625610351562,5.457080841064453,5.88898229598999,8.930699348449707,80.4825439453125
9,5.366604328155518,0.001,5.797885894775391,8.86379623413086,84.35321807861328,5.488898754119873,5.929265975952148,9.061400413513184,81.3143081665039
10,5.32976770401001,0.001,5.760135173797607,8.80378532409668,83.46000671386719,5.4956793785095215,5.953153610229492,8.586058616638184,82.93672943115234
11,5.306826591491699,0.001,5.7359466552734375,8.759929656982422,83.10905456542969,5.563106060028076,5.9928364753723145,9.052505493164062,80.89020538330078
12,5.272362232208252,0.001,5.701058864593506,8.702293395996094,82.24575805664062,7.337250709533691,7.796970367431641,12.7822904586792,118.67620849609375
13,5.236413955688477,0.001,5.663546085357666,8.6356782913208,81.50695037841797,5.478384017944336,5.903322219848633,9.271151542663574,79.37579345703125
14,5.220826148986816,0.001,5.646714687347412,8.615554809570312,81.19746398925781,6.852356433868408,7.306982517242432,10.440597534179688,113.80028533935547
15,5.198339939117432,0.001,5.62366247177124,8.579395294189453,80.71128845214844,5.079692363739014,5.5111918449401855,8.209344863891602,73.91941833496094
16,5.174055099487305,0.001,5.597713947296143,8.534698486328125,80.2799072265625,5.708806991577148,6.13920259475708,8.849279403686523,85.9449462890625
17,5.16189432144165,0.001,5.586097240447998,8.515290260314941,79.92276000976562,5.88896369934082,6.312006950378418,9.871989250183105,91.14798736572266
18,5.149951457977295,0.001,5.574700832366943,8.497110366821289,79.73377990722656,5.217710971832275,5.656438827514648,8.656004905700684,75.88627624511719
19,5.133774280548096,0.001,5.556874752044678,8.464869499206543,79.43252563476562,5.895159721374512,6.312408447265625,10.032292366027832,87.1451416015625
20,5.113152980804443,0.001,5.535618305206299,8.432110786437988,78.88091278076172,5.404230117797852,5.840694427490234,9.096575736999512,77.07758331298828
21,5.1098313331604,0.001,5.532279968261719,8.429423332214355,78.84580993652344,5.4568705558776855,5.886887550354004,9.095887184143066,79.29950714111328
22,5.0911865234375,0.001,5.512507915496826,8.387958526611328,78.5244140625,5.348958492279053,5.790757656097412,8.927603721618652,77.23039245605469
23,5.081325531005859,0.001,5.502933979034424,8.37387466430664,78.21665954589844,5.824745178222656,6.2652506828308105,9.920235633850098,86.56275177001953
24,5.07567834854126,0.001,5.497277736663818,8.371776580810547,78.17098999023438,5.700819969177246,6.124135494232178,9.603508949279785,83.02901458740234
